position,location,school,height,weight,fourty,stars,rating,rank,institution,name,year
ol,"Plainfield, New Jersey","",0,319,5.5,5,6.1,1,Virginia,Eugene Monroe,2005
de,"Randallstown, Maryland","",78,277,4.5,5,6.1,1,Maryland,Melvin Alaeze,2005
ath,"Greenbelt, Maryland",Eleanor Roosevelt,78,189,4.3,5,6.1,1,Penn State,Derrick Williams,2005
rb,"Pahokee, Florida","",65,181,4.3,5,6.1,1,Florida State,Antone Smith,2005
qb,"Reserve, Louisiana",East St. John,78,207,4.5,5,6.1,1,LSU,Ryan Perrilloux,2005
db,"Miami, Florida",Carol City,78,195,4.4,5,6.1,1,Miami (FL),Kenneth Phillips,2005
ol,"Philadelphia, Pennsylvania",West Catholic,78,331,5.1,4,6.0,1,Michigan,Marques Slocum,2005
qb,"Mission Viejo, California","",78,211,4.7,5,6.1,1,USC,Mark Sanchez,2005
dt,"Dallas, Texas",Kimball,78,315,4.9,5,6.1,1,Oklahoma,DeMarcus Granger,2005
te,"Alief, Texas",Taylor,78,237,4.8,5,6.1,1,Texas A&M,Martellus Bennett,2005
db,"Pittsburgh, Pennsylvania",Gateway,78,183,4.3,5,6.1,1,Penn State,Justin King,2005
rb,"Seffner, Florida",Armwood,65,245,4.7,4,5.9,1,Iowa,Kalvin Bailey,2005
rb,"Lacey, Washington",Timberline,65,224,4.5,5,6.1,1,Oregon,Jonathan Stewart,2005
k,"San Diego, California",St. Augustine,65,185,4.9,3,5.5,1,Nebraska,Jordan Congdon,2005
lb,"Eureka, California","",78,253,4.7,5,6.1,1,USC,Rey Maualuga,2005
de,"Rancho Cucamonga, California","",78,260,4.6,4,6.0,1,USC,Averell Spicer,2005
lb,"LaGrange, Georgia","",78,200,4.5,5,6.1,1,Auburn,Tray Blackmon,2005
wr,"Nashville, Tennessee",Goodpasture,78,210,4.6,5,6.1,1,USC,Patrick Turner,2005
ol,"Collins, Mississippi","",78,290,5.1,4,5.9,1,Tennessee,Josh McNeil,2005
wr,"Tallahassee, Florida",Lincoln,78,190,4.4,5,6.1,2,Florida State,Fred Rouse,2005
lb,"Winston Salem, North Carolina",Mt. Tabor,78,220,4.6,4,6.0,2,Florida State,Derek Nicholson,2005
lb,"Las Vegas, Nevada",Bishop Gorman,78,216,4.8,5,6.1,2,Oklahoma,Ryan Reynolds,2005
rb,"Lufkin, Texas","",78,240,4.6,4,5.8,2,Texas A&M,Jorvorskie Lane,2005
ol,"Houston, Texas",Booker T. Washington,78,280,5.2,5,6.1,2,Miami (FL),Reginald Youngblood,2005
ath,"Little Rock, Arkansas",Oak Grove,78,198,4.4,5,6.1,2,Arkansas,Darren McFadden,2005
te,"Wheaton, Illinois",South,78,250,4.7,4,6.0,2,Iowa,Anthony Moeaki,2005
qb,"Lockport, Illinois","",78,200,4.9,4,5.9,2,Iowa,Jake Christensen,2005
dt,"Bryn Mawr, Pennsylvania",Harriton,78,315,5.1,5,6.1,2,Florida State,Callahan Bright,2005
qb,"Waynesville, North Carolina",Tuscola Senior,78,211,4.8,4,6.0,2,Tennessee,Jonathan Crompton,2005
rb,"North Hollywood, California","",78,202,4.4,5,6.1,2,Nebraska,Marlon Lucky,2005
k,"Twinsburg, Ohio",Twinsburg,78,230,,3,5.5,2,Michigan,Zoltan Mesko,2005
